pod_name,namespace,node,pod_status,cpu_percent,memory_percent,restart_count,image,timestamp
reporting-service-c9329c,logging,aks-nodepool1-94180852-vmss000017,SUCCESS,24.0,78.2,1,reporting-service:v1.14.0,2026-06-13T14:45:00
order-processor-74c8ee,monitoring,aks-nodepool1-38662564-vmss000011,RUNNING,79.79,52.05,0,order-processor:v3.7.1,2026-06-23T08:49:00
notification-service-b9dce3,analytics,aks-nodepool1-89692162-vmss000014,SUCCESS,30.04,32.35,2,notification-service:v2.4.9,2026-06-12T07:54:00
recommendation-engine-298012,monitoring,aks-nodepool1-47631053-vmss000002,SUCCESS,17.58,57.1,1,recommendation-engine:v2.2.6,2026-06-02T07:44:00
reporting-service-e0249,monitoring,aks-nodepool1-83743961-vmss000009,FAILED,49.52,61.3,2,reporting-service:v1.14.0,2026-06-19T18:57:00
billing-worker-f3da8,logging,aks-nodepool1-49968287-vmss000008,SUCCESS,35.57,75.28,1,billing-worker:v4.0.2,2026-06-21T03:33:00
payment-gateway-41c6c2,logging,aks-nodepool1-75404546-vmss000018,CANCELLED,31.7,63.58,0,payment-gateway:v2.11.1,2026-06-13T14:54:00
reporting-service-377ef0,customer-360,aks-nodepool1-82588396-vmss000006,SUCCESS,48.6,60.28,0,reporting-service:v1.14.0,2026-07-15T20:40:00
billing-worker-693ffa,analytics,aks-nodepool1-45299337-vmss000015,FAILED,59.27,47.16,2,billing-worker:v4.0.2,2026-06-21T12:09:00
payment-gateway-f2e490,dataops,aks-nodepool1-85585651-vmss000007,SUCCESS,37.89,36.97,2,payment-gateway:v2.11.1,2026-06-20T22:00:00
fraud-detector-d9ce40,analytics,aks-nodepool1-47631053-vmss000002,SUCCESS,43.23,31.43,0,fraud-detector:v4.17.9,2026-06-18T02:29:00
order-processor-cb2bc9,billing,aks-nodepool1-82588396-vmss000006,SUCCESS,9.26,64.57,0,order-processor:v3.7.1,2026-06-17T07:01:00
inventory-sync-1e46f,dataops,aks-nodepool1-15271068-vmss000022,SUCCESS,72.89,50.22,1,inventory-sync:v3.2.2,2026-06-11T12:18:00
notification-service-5706fd,security,aks-nodepool1-15271068-vmss000022,CANCELLED,33.88,30.57,1,notification-service:v2.4.9,2026-06-10T06:56:00
reporting-service-1f1baa,fraud-detection,aks-nodepool1-47631053-vmss000002,SUCCESS,86.69,45.11,3,reporting-service:v1.14.0,2026-06-10T07:01:00
payment-gateway-8d188c,monitoring,aks-nodepool1-43898913-vmss000013,SUCCESS,20.51,54.32,1,payment-gateway:v2.11.1,2026-07-07T02:07:00
payment-gateway-4e0696,ingress-nginx,aks-nodepool1-88032392-vmss000021,SUCCESS,49.35,54.33,4,payment-gateway:v2.11.1,2026-06-05T21:10:00
reporting-service-8dfcab,security,aks-nodepool1-82588396-vmss000006,SUCCESS,45.23,25.56,0,reporting-service:v1.14.0,2026-06-29T13:00:00
reporting-service-f82092,analytics,aks-nodepool1-43898913-vmss000013,SUCCESS,22.81,81.74,0,reporting-service:v1.14.0,2026-06-12T05:35:00
reporting-service-3f150a,billing,aks-nodepool1-75404546-vmss000018,FAILED,65.19,26.23,2,reporting-service:v1.14.0,2026-06-03T15:01:00
billing-worker-526723,ingress-nginx,aks-nodepool1-12223313-vmss000024,SUCCESS,30.96,71.63,1,billing-worker:v4.0.2,2026-07-02T11:06:00
analytics-aggregator-821b4e,dataops,aks-nodepool1-48357559-vmss000003,SUCCESS,69.58,26.34,3,analytics-aggregator:v4.17.6,2026-06-14T18:48:00
billing-worker-9021ef,ingress-nginx,aks-nodepool1-48357559-vmss000003,SUCCESS,62.45,46.23,1,billing-worker:v4.0.2,2026-06-25T12:11:00
auth-service-3e86cf,analytics,aks-nodepool1-17496968-vmss000023,FAILED,58.48,71.66,2,auth-service:v1.0.8,2026-06-05T08:55:00
notification-service-950101,monitoring,aks-nodepool1-85585651-vmss000007,SUCCESS,73.45,64.48,0,notification-service:v2.4.9,2026-06-28T03:22:00
notification-service-187428,ingress-nginx,aks-nodepool1-48627762-vmss000001,FAILED,1.0,57.72,1,notification-service:v2.4.9,2026-06-09T18:00:00
recommendation-engine-fe8717,monitoring,aks-nodepool1-88032392-vmss000021,SUCCESS,41.87,50.05,1,recommendation-engine:v2.2.6,2026-07-20T00:52:00
notification-service-4f0ae3,ingress-nginx,aks-nodepool1-15670390-vmss000004,SUCCESS,67.05,44.23,2,notification-service:v2.4.9,2026-06-15T16:23:00
notification-service-34924f,fraud-detection,aks-nodepool1-96147474-vmss000005,RUNNING,68.51,59.29,1,notification-service:v2.4.9,2026-06-24T09:42:00
notification-service-61ea26,logging,aks-nodepool1-96011206-vmss000010,SUCCESS,35.2,79.48,1,notification-service:v2.4.9,2026-06-05T06:51:00
inventory-sync-a293f8,ingress-nginx,aks-nodepool1-12223313-vmss000024,SUCCESS,58.07,41.96,2,inventory-sync:v3.2.2,2026-06-22T01:59:00
recommendation-engine-74d4ff,ingress-nginx,aks-nodepool1-49245863-vmss000020,RUNNING,15.43,4.42,1,recommendation-engine:v2.2.6,2026-07-27T09:09:00
recommendation-engine-68bcbc,security,aks-nodepool1-47631053-vmss000002,RUNNING,43.36,67.26,0,recommendation-engine:v2.2.6,2026-06-16T10:14:00
inventory-sync-8acf94,customer-360,aks-nodepool1-49245863-vmss000020,SUCCESS,60.6,75.58,2,inventory-sync:v3.2.2,2026-07-07T02:57:00
fraud-detector-576107,ingress-nginx,aks-nodepool1-83743961-vmss000009,SUCCESS,15.52,42.05,1,fraud-detector:v4.17.9,2026-06-02T17:01:00
order-processor-bccc40,analytics,aks-nodepool1-98085102-vmss000012,RUNNING,43.31,42.04,1,order-processor:v3.7.1,2026-06-07T17:13:00
notification-service-5b0008,fraud-detection,aks-nodepool1-83743961-vmss000009,RUNNING,63.33,75.41,0,notification-service:v2.4.9,2026-06-18T08:00:00
payment-gateway-a29716,ingress-nginx,aks-nodepool1-15271068-vmss000022,SUCCESS,47.06,64.82,1,payment-gateway:v2.11.1,2026-06-30T23:05:00
analytics-aggregator-c265a7,dataops,aks-nodepool1-94180852-vmss000017,SUCCESS,45.87,37.17,2,analytics-aggregator:v4.17.6,2026-06-19T04:15:00
reporting-service-ce7de6,analytics,aks-nodepool1-49968287-vmss000008,SUCCESS,45.05,22.05,1,reporting-service:v1.14.0,2026-06-23T14:48:00
reporting-service-60719e,security,aks-nodepool1-43898913-vmss000013,SUCCESS,47.58,37.13,1,reporting-service:v1.14.0,2026-07-09T00:56:00
payment-gateway-2c61ea,customer-360,aks-nodepool1-47631053-vmss000002,SUCCESS,29.43,40.79,0,payment-gateway:v2.11.1,2026-06-12T00:58:00
notification-service-23fd03,monitoring,aks-nodepool1-75404546-vmss000018,SUCCESS,56.5,14.08,1,notification-service:v2.4.9,2026-07-17T22:24:00
auth-service-4a440c,dataops,aks-nodepool1-49245863-vmss000020,CANCELLED,37.19,41.28,4,auth-service:v1.0.8,2026-06-24T12:55:00
analytics-aggregator-8c08a2,fraud-detection,aks-nodepool1-94180852-vmss000017,SUCCESS,64.11,17.99,0,analytics-aggregator:v4.17.6,2026-06-23T13:34:00
auth-service-7416d2,security,aks-nodepool1-47631053-vmss000002,SUCCESS,84.55,40.9,2,auth-service:v1.0.8,2026-07-03T07:10:00
reporting-service-8240ed,analytics,aks-nodepool1-98085102-vmss000012,SUCCESS,17.54,91.24,1,reporting-service:v1.14.0,2026-06-03T17:02:00
fraud-detector-d30461,billing,aks-nodepool1-48627762-vmss000001,CANCELLED,64.89,29.09,1,fraud-detector:v4.17.9,2026-06-06T15:46:00
billing-worker-78eae3,payments,aks-nodepool1-89692162-vmss000014,RUNNING,38.97,55.6,1,billing-worker:v4.0.2,2026-07-25T08:50:00
fraud-detector-992b32,fraud-detection,aks-nodepool1-82588396-vmss000006,SUCCESS,79.65,21.65,0,fraud-detector:v4.17.9,2026-07-25T10:01:00
payment-gateway-a2e2d6,analytics,aks-nodepool1-49245863-vmss000020,SUCCESS,55.79,70.85,1,payment-gateway:v2.11.1,2026-06-01T16:17:00
recommendation-engine-92aa04,analytics,aks-nodepool1-89692162-vmss000014,RUNNING,52.09,42.74,0,recommendation-engine:v2.2.6,2026-06-29T06:51:00
fraud-detector-338d93,monitoring,aks-nodepool1-83743961-vmss000009,SUCCESS,51.75,89.43,0,fraud-detector:v4.17.9,2026-07-14T02:59:00
inventory-sync-ada7fb,logging,aks-nodepool1-48627762-vmss000001,SUCCESS,17.87,47.27,0,inventory-sync:v3.2.2,2026-06-05T09:36:00
recommendation-engine-d587e9,logging,aks-nodepool1-77686018-vmss000019,SUCCESS,18.85,67.16,1,recommendation-engine:v2.2.6,2026-06-29T09:53:00
auth-service-776b1e,monitoring,aks-nodepool1-48357559-vmss000003,SUCCESS,20.09,57.4,4,auth-service:v1.0.8,2026-07-10T01:46:00
billing-worker-2a13f5,customer-360,aks-nodepool1-43056794-vmss000016,SUCCESS,36.19,6.0,1,billing-worker:v4.0.2,2026-06-26T03:37:00
order-processor-1f99cb,monitoring,aks-nodepool1-49968287-vmss000008,SUCCESS,51.0,59.42,1,order-processor:v3.7.1,2026-07-25T00:52:00
payment-gateway-4c6009,payments,aks-nodepool1-96147474-vmss000005,CANCELLED,37.44,73.28,0,payment-gateway:v2.11.1,2026-07-05T10:57:00
payment-gateway-b55ad4,payments,aks-nodepool1-89692162-vmss000014,SUCCESS,55.09,32.59,0,payment-gateway:v2.11.1,2026-06-01T22:16:00
analytics-aggregator-2f95a6,payments,aks-nodepool1-43056794-vmss000016,SUCCESS,9.28,67.92,2,analytics-aggregator:v4.17.6,2026-06-10T05:50:00
recommendation-engine-e35f8a,ingress-nginx,aks-nodepool1-47631053-vmss000002,FAILED,74.6,78.05,1,recommendation-engine:v2.2.6,2026-07-09T20:40:00
fraud-detector-20d432,fraud-detection,aks-nodepool1-49968287-vmss000008,SUCCESS,39.73,28.39,1,fraud-detector:v4.17.9,2026-06-14T22:58:00
notification-service-7c4cc9,security,aks-nodepool1-82588396-vmss000006,RUNNING,65.43,39.95,2,notification-service:v2.4.9,2026-07-18T19:21:00
auth-service-7c579c,customer-360,aks-nodepool1-89692162-vmss000014,CANCELLED,61.76,75.13,1,auth-service:v1.0.8,2026-06-29T06:35:00
payment-gateway-30317a,security,aks-nodepool1-49245863-vmss000020,QUEUED,65.89,80.75,1,payment-gateway:v2.11.1,2026-06-26T09:33:00
notification-service-eadcf3,monitoring,aks-nodepool1-98085102-vmss000012,SUCCESS,40.17,62.24,0,notification-service:v2.4.9,2026-07-05T18:13:00
fraud-detector-db0398,payments,aks-nodepool1-48627762-vmss000001,SUCCESS,26.98,75.05,0,fraud-detector:v4.17.9,2026-06-05T07:49:00
inventory-sync-ce668,customer-360,aks-nodepool1-94180852-vmss000017,SUCCESS,83.13,63.86,1,inventory-sync:v3.2.2,2026-06-04T09:06:00
auth-service-b3c877,logging,aks-nodepool1-45299337-vmss000015,SUCCESS,42.31,36.09,1,auth-service:v1.0.8,2026-07-14T04:13:00
analytics-aggregator-f120ec,dataops,aks-nodepool1-96011206-vmss000010,SUCCESS,44.01,21.51,1,analytics-aggregator:v4.17.6,2026-07-06T21:07:00
inventory-sync-3e4953,logging,aks-nodepool1-96011206-vmss000010,CANCELLED,27.36,78.49,1,inventory-sync:v3.2.2,2026-06-19T23:40:00
analytics-aggregator-853e6f,monitoring,aks-nodepool1-96011206-vmss000010,SUCCESS,32.5,36.7,0,analytics-aggregator:v4.17.6,2026-06-25T21:50:00
payment-gateway-d71bc2,dataops,aks-nodepool1-85585651-vmss000007,CANCELLED,29.15,37.4,2,payment-gateway:v2.11.1,2026-06-18T06:20:00
billing-worker-51b766,security,aks-nodepool1-89692162-vmss000014,FAILED,30.57,34.33,0,billing-worker:v4.0.2,2026-06-23T16:33:00
payment-gateway-e2d961,logging,aks-nodepool1-77686018-vmss000019,RUNNING,72.82,36.37,1,payment-gateway:v2.11.1,2026-07-14T21:15:00
billing-worker-dfeca0,logging,aks-nodepool1-38662564-vmss000011,QUEUED,60.24,64.64,1,billing-worker:v4.0.2,2026-07-27T14:37:00
auth-service-bc6789,logging,aks-nodepool1-47631053-vmss000002,RUNNING,41.83,54.53,1,auth-service:v1.0.8,2026-06-01T06:40:00
auth-service-7770c3,monitoring,aks-nodepool1-47631053-vmss000002,FAILED,73.17,64.92,2,auth-service:v1.0.8,2026-07-05T13:11:00
reporting-service-91db0c,customer-360,aks-nodepool1-49245863-vmss000020,CANCELLED,25.44,40.29,1,reporting-service:v1.14.0,2026-06-15T01:07:00
order-processor-f3c40f,billing,aks-nodepool1-48627762-vmss000001,SUCCESS,49.21,47.44,0,order-processor:v3.7.1,2026-07-17T09:43:00
auth-service-f691df,billing,aks-nodepool1-96011206-vmss000010,SUCCESS,59.77,25.24,1,auth-service:v1.0.8,2026-07-22T16:23:00
auth-service-f93ba3,customer-360,aks-nodepool1-38662564-vmss000011,FAILED,93.18,18.06,0,auth-service:v1.0.8,2026-07-11T02:29:00
payment-gateway-f8b9c,fraud-detection,aks-nodepool1-82588396-vmss000006,SUCCESS,30.65,31.25,1,payment-gateway:v2.11.1,2026-06-10T01:20:00
fraud-detector-5ce356,security,aks-nodepool1-96147474-vmss000005,SUCCESS,18.27,28.85,1,fraud-detector:v4.17.9,2026-06-26T09:56:00
order-processor-3bd83,logging,aks-nodepool1-88032392-vmss000021,FAILED,25.14,6.69,2,order-processor:v3.7.1,2026-06-05T03:10:00
billing-worker-82f558,fraud-detection,aks-nodepool1-15271068-vmss000022,RUNNING,44.08,45.53,2,billing-worker:v4.0.2,2026-06-13T16:15:00
auth-service-5cb64b,ingress-nginx,aks-nodepool1-96147474-vmss000005,SUCCESS,1.0,50.44,0,auth-service:v1.0.8,2026-06-06T07:40:00
fraud-detector-612d42,logging,aks-nodepool1-98085102-vmss000012,RUNNING,56.48,25.81,2,fraud-detector:v4.17.9,2026-06-28T16:17:00
analytics-aggregator-814c66,billing,aks-nodepool1-82588396-vmss000006,RUNNING,53.89,26.93,1,analytics-aggregator:v4.17.6,2026-06-30T14:48:00
notification-service-9d50df,security,aks-nodepool1-75404546-vmss000018,QUEUED,28.1,57.14,0,notification-service:v2.4.9,2026-07-27T09:11:00
auth-service-cc0a65,logging,aks-nodepool1-15670390-vmss000004,SUCCESS,33.68,45.75,0,auth-service:v1.0.8,2026-06-22T07:46:00
billing-worker-7d532f,fraud-detection,aks-nodepool1-77686018-vmss000019,SUCCESS,11.46,30.01,0,billing-worker:v4.0.2,2026-07-10T03:03:00
analytics-aggregator-38818c,billing,aks-nodepool1-82588396-vmss000006,RUNNING,70.06,44.18,1,analytics-aggregator:v4.17.6,2026-06-30T05:51:00
reporting-service-2f46cb,customer-360,aks-nodepool1-45299337-vmss000015,RUNNING,37.12,36.59,0,reporting-service:v1.14.0,2026-06-01T07:49:00
auth-service-b4d75,payments,aks-nodepool1-85585651-vmss000007,QUEUED,47.58,46.51,0,auth-service:v1.0.8,2026-07-23T03:34:00
billing-worker-f87e3c,billing,aks-nodepool1-47631053-vmss000002,QUEUED,54.22,22.92,1,billing-worker:v4.0.2,2026-06-15T15:59:00
billing-worker-41e738,security,aks-nodepool1-82588396-vmss000006,SUCCESS,43.25,41.02,0,billing-worker:v4.0.2,2026-06-14T17:45:00
reporting-service-988e16,monitoring,aks-nodepool1-96147474-vmss000005,QUEUED,31.4,64.03,0,reporting-service:v1.14.0,2026-06-29T03:16:00
payment-gateway-576550,monitoring,aks-nodepool1-98085102-vmss000012,FAILED,38.66,30.28,1,payment-gateway:v2.11.1,2026-07-14T19:26:00
inventory-sync-4081b,billing,aks-nodepool1-88032392-vmss000021,SUCCESS,56.58,99.0,2,inventory-sync:v3.2.2,2026-06-13T11:48:00
payment-gateway-673e8d,ingress-nginx,aks-nodepool1-15670390-vmss000004,SUCCESS,44.2,54.14,1,payment-gateway:v2.11.1,2026-07-04T02:25:00
order-processor-990fb0,customer-360,aks-nodepool1-38662564-vmss000011,SUCCESS,78.0,17.57,3,order-processor:v3.7.1,2026-06-23T04:49:00
reporting-service-47ac3a,dataops,aks-nodepool1-17496968-vmss000023,SUCCESS,21.14,32.63,1,reporting-service:v1.14.0,2026-07-06T17:13:00
inventory-sync-ff5e98,dataops,aks-nodepool1-43898913-vmss000013,QUEUED,23.25,42.57,1,inventory-sync:v3.2.2,2026-07-17T03:50:00
auth-service-a9e94b,fraud-detection,aks-nodepool1-38662564-vmss000011,SUCCESS,35.83,54.69,0,auth-service:v1.0.8,2026-06-02T13:53:00
recommendation-engine-d5cec4,payments,aks-nodepool1-43056794-vmss000016,SUCCESS,55.61,22.74,3,recommendation-engine:v2.2.6,2026-06-28T19:03:00
fraud-detector-6bbd68,security,aks-nodepool1-43056794-vmss000016,SUCCESS,37.68,59.86,0,fraud-detector:v4.17.9,2026-06-03T17:14:00
recommendation-engine-b8b5a7,monitoring,aks-nodepool1-49245863-vmss000020,SUCCESS,10.33,40.4,3,recommendation-engine:v2.2.6,2026-07-18T19:47:00
reporting-service-73a4e1,logging,aks-nodepool1-17496968-vmss000023,SUCCESS,9.01,72.37,0,reporting-service:v1.14.0,2026-06-09T15:21:00
payment-gateway-952216,security,aks-nodepool1-45299337-vmss000015,SUCCESS,47.2,51.18,1,payment-gateway:v2.11.1,2026-06-03T00:33:00
order-processor-b3b320,security,aks-nodepool1-43056794-vmss000016,SUCCESS,41.06,32.98,2,order-processor:v3.7.1,2026-06-26T04:33:00
reporting-service-bf09a5,dataops,aks-nodepool1-89692162-vmss000014,SUCCESS,38.68,25.88,2,reporting-service:v1.14.0,2026-07-13T22:32:00
auth-service-1ed9d5,billing,aks-nodepool1-96147474-vmss000005,SUCCESS,34.44,47.96,1,auth-service:v1.0.8,2026-06-21T20:22:00
inventory-sync-19a429,fraud-detection,aks-nodepool1-98085102-vmss000012,FAILED,67.57,65.28,0,inventory-sync:v3.2.2,2026-06-27T23:57:00
fraud-detector-929013,fraud-detection,aks-nodepool1-88032392-vmss000021,SUCCESS,39.52,58.3,0,fraud-detector:v4.17.9,2026-06-18T00:35:00
billing-worker-727a65,analytics,aks-nodepool1-43056794-vmss000016,FAILED,42.21,63.07,0,billing-worker:v4.0.2,2026-06-12T08:13:00
order-processor-dd08e8,billing,aks-nodepool1-96011206-vmss000010,RUNNING,63.88,49.27,0,order-processor:v3.7.1,2026-07-20T08:15:00
auth-service-ca26a5,analytics,aks-nodepool1-82588396-vmss000006,SUCCESS,13.74,48.68,4,auth-service:v1.0.8,2026-06-22T00:00:00
fraud-detector-bcfc9e,ingress-nginx,aks-nodepool1-94180852-vmss000017,SUCCESS,28.38,48.22,0,fraud-detector:v4.17.9,2026-07-03T07:15:00
order-processor-898320,dataops,aks-nodepool1-38662564-vmss000011,SUCCESS,62.24,58.06,0,order-processor:v3.7.1,2026-06-07T16:43:00
order-processor-aa283b,payments,aks-nodepool1-48357559-vmss000003,FAILED,51.0,51.7,1,order-processor:v3.7.1,2026-06-20T04:55:00
auth-service-5436bc,billing,aks-nodepool1-82588396-vmss000006,CANCELLED,65.75,37.82,2,auth-service:v1.0.8,2026-07-20T14:27:00
auth-service-48ec4,dataops,aks-nodepool1-15271068-vmss000022,RUNNING,54.47,46.83,1,auth-service:v1.0.8,2026-07-05T16:42:00
payment-gateway-a7f241,customer-360,aks-nodepool1-96011206-vmss000010,QUEUED,62.9,46.01,0,payment-gateway:v2.11.1,2026-07-22T19:58:00
notification-service-7e3d5a,ingress-nginx,aks-nodepool1-15670390-vmss000004,SUCCESS,38.31,57.43,0,notification-service:v2.4.9,2026-07-20T14:20:00
analytics-aggregator-28d334,billing,aks-nodepool1-38662564-vmss000011,SUCCESS,41.09,40.04,3,analytics-aggregator:v4.17.6,2026-06-30T04:15:00
recommendation-engine-afbf5c,ingress-nginx,aks-nodepool1-98085102-vmss000012,SUCCESS,24.2,80.61,4,recommendation-engine:v2.2.6,2026-06-12T01:23:00
notification-service-684cb4,logging,aks-nodepool1-43898913-vmss000013,FAILED,24.84,77.61,2,notification-service:v2.4.9,2026-07-11T04:54:00
analytics-aggregator-7138c,dataops,aks-nodepool1-38662564-vmss000011,SUCCESS,66.99,71.56,1,analytics-aggregator:v4.17.6,2026-06-23T18:49:00
billing-worker-a76ae4,customer-360,aks-nodepool1-77686018-vmss000019,SUCCESS,38.72,68.84,3,billing-worker:v4.0.2,2026-06-27T16:51:00
reporting-service-3d6546,fraud-detection,aks-nodepool1-75404546-vmss000018,QUEUED,40.9,39.97,1,reporting-service:v1.14.0,2026-06-13T01:56:00
auth-service-b36af3,security,aks-nodepool1-94180852-vmss000017,SUCCESS,1.0,42.53,1,auth-service:v1.0.8,2026-06-09T06:22:00
auth-service-acc566,monitoring,aks-nodepool1-15670390-vmss000004,SUCCESS,67.75,31.55,1,auth-service:v1.0.8,2026-06-30T04:41:00
analytics-aggregator-2636c3,logging,aks-nodepool1-88032392-vmss000021,SUCCESS,28.31,37.56,1,analytics-aggregator:v4.17.6,2026-06-01T18:03:00
recommendation-engine-a46104,customer-360,aks-nodepool1-49968287-vmss000008,SUCCESS,15.93,60.55,0,recommendation-engine:v2.2.6,2026-06-08T11:57:00
order-processor-2db045,logging,aks-nodepool1-49245863-vmss000020,SUCCESS,15.42,50.98,1,order-processor:v3.7.1,2026-06-01T05:22:00
reporting-service-aa94ef,billing,aks-nodepool1-48627762-vmss000001,SUCCESS,46.54,34.72,1,reporting-service:v1.14.0,2026-06-20T09:06:00
inventory-sync-4e409b,dataops,aks-nodepool1-15271068-vmss000022,SUCCESS,65.99,63.1,3,inventory-sync:v3.2.2,2026-07-20T18:54:00
recommendation-engine-9e5a03,logging,aks-nodepool1-45299337-vmss000015,SUCCESS,46.98,59.26,2,recommendation-engine:v2.2.6,2026-07-27T17:56:00
fraud-detector-16fc3e,monitoring,aks-nodepool1-38662564-vmss000011,SUCCESS,47.03,47.54,1,fraud-detector:v4.17.9,2026-06-25T08:31:00
reporting-service-5bb386,fraud-detection,aks-nodepool1-49245863-vmss000020,CANCELLED,99.0,58.05,1,reporting-service:v1.14.0,2026-07-23T09:49:00
notification-service-3357ca,customer-360,aks-nodepool1-17496968-vmss000023,SUCCESS,67.61,60.44,2,notification-service:v2.4.9,2026-07-16T13:10:00
fraud-detector-faeaa2,security,aks-nodepool1-49968287-vmss000008,SUCCESS,32.44,24.77,0,fraud-detector:v4.17.9,2026-06-01T17:59:00
auth-service-4c9225,logging,aks-nodepool1-83743961-vmss000009,SUCCESS,17.18,37.78,2,auth-service:v1.0.8,2026-06-12T17:09:00
inventory-sync-e3534c,payments,aks-nodepool1-48627762-vmss000001,SUCCESS,26.48,49.36,2,inventory-sync:v3.2.2,2026-06-20T19:49:00
order-processor-78bbce,billing,aks-nodepool1-49245863-vmss000020,SUCCESS,55.94,50.22,1,order-processor:v3.7.1,2026-06-06T07:06:00
order-processor-1e7d8f,ingress-nginx,aks-nodepool1-96147474-vmss000005,FAILED,43.32,44.41,0,order-processor:v3.7.1,2026-07-17T08:17:00
order-processor-f2fdb9,payments,aks-nodepool1-77686018-vmss000019,CANCELLED,50.28,90.25,2,order-processor:v3.7.1,2026-06-22T23:41:00
analytics-aggregator-971b7,customer-360,aks-nodepool1-89692162-vmss000014,SUCCESS,36.54,48.63,1,analytics-aggregator:v4.17.6,2026-07-18T18:24:00
order-processor-d2100c,logging,aks-nodepool1-38662564-vmss000011,SUCCESS,36.34,32.89,2,order-processor:v3.7.1,2026-07-18T15:37:00
payment-gateway-115973,monitoring,aks-nodepool1-48627762-vmss000001,SUCCESS,57.87,77.34,1,payment-gateway:v2.11.1,2026-06-18T21:44:00
billing-worker-355ec6,dataops,aks-nodepool1-85585651-vmss000007,SUCCESS,59.17,54.1,2,billing-worker:v4.0.2,2026-06-04T02:59:00
billing-worker-8b626,dataops,aks-nodepool1-96147474-vmss000005,SUCCESS,61.58,21.46,0,billing-worker:v4.0.2,2026-07-08T13:20:00
reporting-service-fe73a5,security,aks-nodepool1-48627762-vmss000001,SUCCESS,57.27,60.41,1,reporting-service:v1.14.0,2026-06-06T21:15:00
recommendation-engine-1024a9,analytics,aks-nodepool1-49968287-vmss000008,SUCCESS,63.74,40.51,0,recommendation-engine:v2.2.6,2026-07-14T11:53:00
reporting-service-3fb068,analytics,aks-nodepool1-94180852-vmss000017,QUEUED,17.95,44.2,0,reporting-service:v1.14.0,2026-07-07T04:59:00
fraud-detector-41235d,analytics,aks-nodepool1-38662564-vmss000011,SUCCESS,44.43,76.6,1,fraud-detector:v4.17.9,2026-06-24T00:04:00
auth-service-ae18ea,customer-360,aks-nodepool1-17496968-vmss000023,RUNNING,60.45,42.38,1,auth-service:v1.0.8,2026-06-24T19:19:00
payment-gateway-a350bc,ingress-nginx,aks-nodepool1-82588396-vmss000006,SUCCESS,55.4,41.7,0,payment-gateway:v2.11.1,2026-06-07T12:39:00
inventory-sync-110f8b,fraud-detection,aks-nodepool1-75404546-vmss000018,SUCCESS,74.7,43.69,3,inventory-sync:v3.2.2,2026-07-25T05:34:00
notification-service-3bca4e,logging,aks-nodepool1-49968287-vmss000008,SUCCESS,58.07,72.99,0,notification-service:v2.4.9,2026-07-15T18:26:00
inventory-sync-bd2344,ingress-nginx,aks-nodepool1-47631053-vmss000002,SUCCESS,72.07,52.14,2,inventory-sync:v3.2.2,2026-06-05T17:37:00
recommendation-engine-a88753,logging,aks-nodepool1-88032392-vmss000021,SUCCESS,57.26,45.64,1,recommendation-engine:v2.2.6,2026-07-12T21:08:00
payment-gateway-cf17e7,billing,aks-nodepool1-48357559-vmss000003,QUEUED,42.35,69.94,2,payment-gateway:v2.11.1,2026-06-06T15:56:00
notification-service-796548,ingress-nginx,aks-nodepool1-77686018-vmss000019,SUCCESS,44.73,60.3,1,notification-service:v2.4.9,2026-07-03T00:25:00
analytics-aggregator-e2c3f4,monitoring,aks-nodepool1-12223313-vmss000024,SUCCESS,60.25,56.15,0,analytics-aggregator:v4.17.6,2026-06-12T08:27:00
inventory-sync-473e9b,customer-360,aks-nodepool1-82588396-vmss000006,SUCCESS,25.17,58.47,1,inventory-sync:v3.2.2,2026-07-15T11:07:00
auth-service-3f787f,logging,aks-nodepool1-98085102-vmss000012,SUCCESS,28.05,32.24,2,auth-service:v1.0.8,2026-07-26T02:31:00
fraud-detector-f5df5c,payments,aks-nodepool1-43056794-vmss000016,SUCCESS,47.63,84.02,2,fraud-detector:v4.17.9,2026-07-27T10:27:00
inventory-sync-4527f7,monitoring,aks-nodepool1-88032392-vmss000021,SUCCESS,67.63,82.69,3,inventory-sync:v3.2.2,2026-06-01T10:35:00
auth-service-97f32a,customer-360,aks-nodepool1-15271068-vmss000022,SUCCESS,39.5,40.82,1,auth-service:v1.0.8,2026-06-13T13:58:00
notification-service-257d67,security,aks-nodepool1-98085102-vmss000012,SUCCESS,58.07,62.53,2,notification-service:v2.4.9,2026-06-03T07:50:00
reporting-service-aa5ad5,ingress-nginx,aks-nodepool1-12223313-vmss000024,FAILED,32.91,66.05,2,reporting-service:v1.14.0,2026-06-01T08:44:00
billing-worker-5e5428,billing,aks-nodepool1-12223313-vmss000024,SUCCESS,24.72,21.03,1,billing-worker:v4.0.2,2026-07-26T09:28:00
order-processor-ac2264,customer-360,aks-nodepool1-15670390-vmss000004,SUCCESS,38.68,31.22,2,order-processor:v3.7.1,2026-07-06T14:42:00
inventory-sync-1b6ac,monitoring,aks-nodepool1-43898913-vmss000013,SUCCESS,47.66,93.23,1,inventory-sync:v3.2.2,2026-06-11T12:34:00
billing-worker-a647f8,dataops,aks-nodepool1-85585651-vmss000007,SUCCESS,56.4,51.25,2,billing-worker:v4.0.2,2026-06-11T19:58:00
inventory-sync-43c4f0,monitoring,aks-nodepool1-38662564-vmss000011,SUCCESS,44.15,45.91,2,inventory-sync:v3.2.2,2026-06-26T10:09:00
