run_id,dag_id,dag_name,task_id,state,duration_seconds,owner,schedule,execution_date,try_number,queue,executor,priority_weight
RUN000177,DAG0146,compliance_pipeline,TASK0652,RUNNING,117,Jennifer Walsh,Daily,2026-07-23T01:46:00,4,default,KubernetesExecutor,16
RUN000178,DAG0021,backup_etl,TASK0096,SUCCESS,593,Sofia Rossi,On Demand,2026-06-09T23:43:00,0,etl,KubernetesExecutor,36
RUN000179,DAG0126,dispute_resolution_sync,TASK0558,SUCCESS,536,Isaac Newton-Boyd,Hourly,2026-07-03T05:32:00,0,default,KubernetesExecutor,1
RUN000180,DAG0042,asset_management_etl,TASK0186,RUNNING,801,Nina Petrova,Weekly,2026-06-25T17:59:00,5,default,CeleryExecutor,68
RUN000181,DAG0046,capacity_planning_etl,TASK0200,SUCCESS,426,Sarah Mitchell,On Demand,2026-06-06T05:15:00,0,etl,CeleryExecutor,83
RUN000182,DAG0134,vendor_scorecard_sync,TASK0592,SUCCESS,317,Nina Petrova,On Demand,2026-07-21T18:03:00,1,etl,CeleryExecutor,9
RUN000183,DAG0052,recommendation_engine_etl,TASK0226,FAILED,358,Christopher Lee,Daily,2026-06-03T02:10:00,0,analytics,KubernetesExecutor,60
RUN000184,DAG0148,audit_pipeline,TASK0660,SUCCESS,370,Fatima Al-Sayed,On Demand,2026-06-12T13:15:00,0,default,CeleryExecutor,80
RUN000185,DAG0035,loyalty_etl,TASK0155,CANCELLED,794,Laura Kowalski,Weekly,2026-06-11T13:00:00,2,etl,CeleryExecutor,51
RUN000186,DAG0048,customer_onboarding_etl,TASK0210,SUCCESS,825,Jennifer Walsh,Hourly,2026-06-26T04:16:00,0,high_priority,KubernetesExecutor,7
RUN000187,DAG0104,ar_aging_sync,TASK0461,SUCCESS,871,Lucas Silva,Hourly,2026-06-08T21:49:00,1,default,CeleryExecutor,43
RUN000188,DAG0051,churn_prediction_etl,TASK0220,SUCCESS,410,Sarah Mitchell,On Demand,2026-07-07T00:53:00,5,etl,CeleryExecutor,21
RUN000189,DAG0100,claims_processing_sync,TASK0439,SUCCESS,452,Fatima Al-Sayed,Weekly,2026-06-05T10:59:00,4,high_priority,CeleryExecutor,5
RUN000190,DAG0029,budgeting_etl,TASK0131,SUCCESS,1232,Samuel Okafor,On Demand,2026-07-25T01:11:00,1,default,CeleryExecutor,49
RUN000191,DAG0079,compliance_sync,TASK0345,SUCCESS,287,Mark Thompson,Hourly,2026-07-10T05:29:00,2,default,KubernetesExecutor,11
RUN000192,DAG0011,logistics_etl,TASK0047,SUCCESS,435,Isaac Newton-Boyd,Weekly,2026-07-06T21:01:00,3,default,KubernetesExecutor,61
RUN000193,DAG0069,sales_sync,TASK0302,SUCCESS,591,Zainab Ibrahim,Daily,2026-07-22T18:03:00,0,high_priority,CeleryExecutor,71
RUN000194,DAG0042,asset_management_etl,TASK0186,SUCCESS,889,Nina Petrova,Weekly,2026-06-26T06:06:00,4,high_priority,CeleryExecutor,80
RUN000195,DAG0057,returns_processing_etl,TASK0244,SUCCESS,661,Julia Ferreira,Daily,2026-07-17T21:23:00,5,etl,CeleryExecutor,63
RUN000196,DAG0126,dispute_resolution_sync,TASK0557,SUCCESS,366,Isaac Newton-Boyd,Hourly,2026-07-08T05:43:00,1,high_priority,CeleryExecutor,81
RUN000197,DAG0129,sustainability_reporting_sync,TASK0572,CANCELLED,651,Yuki Tanaka,Daily,2026-06-28T14:16:00,1,high_priority,CeleryExecutor,54
RUN000198,DAG0067,vendor_scorecard_etl,TASK0292,SUCCESS,482,Elena Popescu,Daily,2026-06-17T19:01:00,1,default,CeleryExecutor,42
RUN000199,DAG0093,pricing_sync,TASK0412,SUCCESS,751,Hannah Schmidt,Hourly,2026-06-20T08:54:00,0,analytics,CeleryExecutor,54
RUN000200,DAG0082,payroll_sync,TASK0359,SUCCESS,229,Wei Zhang,Daily,2026-06-06T15:29:00,1,etl,CeleryExecutor,26
RUN000201,DAG0026,pricing_etl,TASK0115,CANCELLED,97,Nina Petrova,Weekly,2026-06-09T19:06:00,0,default,CeleryExecutor,74
RUN000202,DAG0104,ar_aging_sync,TASK0460,RUNNING,2213,Lucas Silva,Hourly,2026-07-18T10:41:00,4,default,CeleryExecutor,31
RUN000203,DAG0108,revenue_recognition_sync,TASK0478,CANCELLED,651,Kenji Watanabe,Daily,2026-07-12T03:32:00,0,default,CeleryExecutor,72
RUN000204,DAG0129,sustainability_reporting_sync,TASK0572,SUCCESS,465,Yuki Tanaka,Daily,2026-06-27T14:20:00,2,default,CeleryExecutor,5
RUN000205,DAG0055,order_processing_etl,TASK0236,SUCCESS,420,David Chen,Monthly,2026-06-26T10:31:00,2,default,LocalExecutor,61
RUN000206,DAG0107,cost_allocation_sync,TASK0471,SUCCESS,350,Samuel Okafor,Daily,2026-07-23T19:48:00,0,default,LocalExecutor,27
RUN000207,DAG0051,churn_prediction_etl,TASK0219,SUCCESS,304,Sarah Mitchell,On Demand,2026-07-11T06:26:00,1,default,LocalExecutor,22
RUN000208,DAG0061,energy_consumption_etl,TASK0263,CANCELLED,661,Kenji Watanabe,Weekly,2026-06-11T16:55:00,2,etl,LocalExecutor,61
RUN000209,DAG0017,warehouse_etl,TASK0074,SUCCESS,457,Julia Ferreira,Hourly,2026-07-15T03:46:00,3,analytics,KubernetesExecutor,61
RUN000210,DAG0126,dispute_resolution_sync,TASK0556,SUCCESS,681,Isaac Newton-Boyd,Hourly,2026-06-01T17:49:00,1,etl,CeleryExecutor,26
RUN000211,DAG0055,order_processing_etl,TASK0237,SUCCESS,390,David Chen,Monthly,2026-07-18T22:39:00,0,analytics,KubernetesExecutor,61
RUN000212,DAG0129,sustainability_reporting_sync,TASK0571,QUEUED,885,Yuki Tanaka,Daily,2026-06-30T08:20:00,5,default,LocalExecutor,48
RUN000213,DAG0089,crm_sync_sync,TASK0391,SUCCESS,340,Kenji Watanabe,Daily,2026-07-13T15:49:00,1,default,KubernetesExecutor,1
RUN000214,DAG0083,vendor_management_sync,TASK0364,SUCCESS,1270,Robert Nakamura,Monthly,2026-07-11T15:39:00,0,default,CeleryExecutor,37
RUN000215,DAG0145,logistics_pipeline,TASK0647,SUCCESS,423,Andrew Campbell,Daily,2026-06-15T13:43:00,1,default,CeleryExecutor,25
RUN000216,DAG0109,asset_management_sync,TASK0481,FAILED,449,Hannah Schmidt,Daily,2026-07-27T09:52:00,0,default,CeleryExecutor,98
RUN000217,DAG0129,sustainability_reporting_sync,TASK0571,FAILED,217,Yuki Tanaka,Daily,2026-06-11T10:52:00,0,default,LocalExecutor,26
RUN000218,DAG0063,employee_engagement_etl,TASK0275,SUCCESS,438,Rajesh Kumar,Daily,2026-07-07T08:31:00,0,etl,KubernetesExecutor,59
RUN000219,DAG0135,customer_pipeline,TASK0597,SUCCESS,195,Andrew Campbell,Daily,2026-06-12T23:33:00,1,default,CeleryExecutor,80
RUN000220,DAG0049,kyc_verification_etl,TASK0213,SUCCESS,323,Carlos Mendoza,Daily,2026-06-06T05:55:00,0,default,LocalExecutor,10
RUN000221,DAG0031,treasury_etl,TASK0140,RUNNING,266,Isaac Newton-Boyd,Weekly,2026-06-01T19:21:00,0,default,KubernetesExecutor,26
RUN000222,DAG0020,security_monitoring_etl,TASK0092,SUCCESS,1793,Kenji Watanabe,Daily,2026-07-02T20:06:00,5,default,KubernetesExecutor,48
RUN000223,DAG0102,loyalty_sync,TASK0453,SUCCESS,908,Kavya Reddy,Hourly,2026-07-08T20:58:00,4,default,KubernetesExecutor,27
RUN000224,DAG0008,marketing_campaign_etl,TASK0035,FAILED,613,Ahmed Hassan,Daily,2026-06-23T00:19:00,2,analytics,LocalExecutor,53
RUN000225,DAG0055,order_processing_etl,TASK0235,RUNNING,351,David Chen,Monthly,2026-07-08T07:10:00,1,etl,KubernetesExecutor,31
RUN000226,DAG0043,fleet_tracking_etl,TASK0188,SUCCESS,204,Natalie Fournier,Hourly,2026-06-11T12:53:00,0,default,KubernetesExecutor,30
RUN000227,DAG0060,sla_monitoring_etl,TASK0260,SUCCESS,1088,Sofia Rossi,Daily,2026-06-28T06:30:00,1,etl,CeleryExecutor,19
RUN000228,DAG0080,risk_scoring_sync,TASK0350,RUNNING,247,Grace Park,Hourly,2026-07-17T16:33:00,0,default,CeleryExecutor,47
RUN000229,DAG0076,procurement_sync,TASK0328,CANCELLED,515,Thomas Baptiste,Weekly,2026-06-01T07:45:00,1,default,CeleryExecutor,12
RUN000230,DAG0096,budgeting_sync,TASK0420,SUCCESS,370,Olivia Martin,On Demand,2026-07-11T17:13:00,0,default,CeleryExecutor,30
RUN000231,DAG0039,gl_close_etl,TASK0173,SUCCESS,96,Carlos Mendoza,Weekly,2026-07-09T11:53:00,0,default,CeleryExecutor,81
RUN000232,DAG0026,pricing_etl,TASK0115,SUCCESS,237,Nina Petrova,Weekly,2026-07-17T02:00:00,2,default,CeleryExecutor,89
RUN000233,DAG0023,erp_integration_etl,TASK0107,SUCCESS,2123,Zainab Ibrahim,Monthly,2026-06-16T22:13:00,0,default,CeleryExecutor,53
RUN000234,DAG0018,ecommerce_etl,TASK0082,SUCCESS,835,Priya Sharma,Daily,2026-07-05T18:45:00,0,default,CeleryExecutor,58
RUN000235,DAG0132,expense_reporting_sync,TASK0584,SUCCESS,949,Michael O'Brien,Daily,2026-06-18T01:28:00,0,default,KubernetesExecutor,13
RUN000236,DAG0026,pricing_etl,TASK0116,CANCELLED,509,Nina Petrova,Weekly,2026-07-10T18:21:00,0,default,CeleryExecutor,49
RUN000237,DAG0071,fraud_detection_sync,TASK0307,SUCCESS,1059,Olivia Martin,Daily,2026-07-04T15:58:00,1,etl,CeleryExecutor,97
RUN000238,DAG0135,customer_pipeline,TASK0595,SUCCESS,88,Andrew Campbell,Daily,2026-07-10T03:18:00,1,default,CeleryExecutor,6
RUN000239,DAG0071,fraud_detection_sync,TASK0306,SUCCESS,380,Olivia Martin,Daily,2026-07-15T16:50:00,1,etl,CeleryExecutor,11
RUN000240,DAG0077,supply_chain_sync,TASK0335,SUCCESS,730,Kenji Watanabe,Daily,2026-06-15T11:14:00,0,etl,LocalExecutor,47
RUN000241,DAG0049,kyc_verification_etl,TASK0212,SUCCESS,495,Carlos Mendoza,Daily,2026-07-17T02:19:00,0,analytics,CeleryExecutor,61
RUN000242,DAG0094,promotions_sync,TASK0416,SUCCESS,170,Nina Petrova,Daily,2026-07-02T21:50:00,0,etl,CeleryExecutor,76
RUN000243,DAG0113,capacity_planning_sync,TASK0495,FAILED,146,David Chen,Daily,2026-07-12T01:58:00,4,etl,CeleryExecutor,41
RUN000244,DAG0086,analytics_sync,TASK0378,FAILED,406,Kavya Reddy,Daily,2026-07-20T17:35:00,5,etl,CeleryExecutor,96
RUN000245,DAG0068,customer_sync,TASK0297,CANCELLED,2336,Lucas Silva,Monthly,2026-06-12T03:58:00,0,etl,KubernetesExecutor,98
RUN000246,DAG0082,payroll_sync,TASK0360,CANCELLED,139,Wei Zhang,Daily,2026-06-22T01:54:00,0,default,KubernetesExecutor,96
RUN000247,DAG0032,contracts_etl,TASK0142,SUCCESS,92,Kavya Reddy,Daily,2026-06-28T10:26:00,3,high_priority,CeleryExecutor,37
RUN000248,DAG0058,chargeback_handling_etl,TASK0248,SUCCESS,468,Vikram Patel,Daily,2026-06-10T11:56:00,3,default,CeleryExecutor,8
RUN000249,DAG0062,sustainability_reporting_etl,TASK0270,SUCCESS,104,Daniel Osei,Hourly,2026-07-03T07:47:00,0,default,KubernetesExecutor,64
RUN000250,DAG0115,customer_onboarding_sync,TASK0503,SUCCESS,414,Samuel Okafor,Daily,2026-06-02T06:02:00,1,etl,CeleryExecutor,29
RUN000251,DAG0026,pricing_etl,TASK0115,QUEUED,141,Nina Petrova,Weekly,2026-06-26T08:10:00,1,default,CeleryExecutor,77
RUN000252,DAG0142,marketing_campaign_pipeline,TASK0630,SUCCESS,276,Nina Petrova,Daily,2026-06-05T12:04:00,1,default,KubernetesExecutor,68
RUN000253,DAG0010,supply_chain_etl,TASK0046,SUCCESS,434,Michael O'Brien,Daily,2026-06-24T17:54:00,0,high_priority,KubernetesExecutor,37
RUN000254,DAG0017,warehouse_etl,TASK0078,SUCCESS,367,Julia Ferreira,Hourly,2026-06-25T19:45:00,0,high_priority,LocalExecutor,80
RUN000255,DAG0112,quality_control_sync,TASK0490,SUCCESS,216,Zainab Ibrahim,Hourly,2026-07-07T19:40:00,1,default,CeleryExecutor,97
RUN000256,DAG0078,logistics_sync,TASK0339,SUCCESS,1060,Rajesh Kumar,Daily,2026-06-02T02:58:00,0,default,KubernetesExecutor,42
RUN000257,DAG0034,underwriting_etl,TASK0149,SUCCESS,118,James Anderson,Daily,2026-06-15T19:46:00,2,default,LocalExecutor,49
RUN000258,DAG0146,compliance_pipeline,TASK0652,CANCELLED,311,Jennifer Walsh,Daily,2026-07-09T16:14:00,0,default,CeleryExecutor,65
RUN000259,DAG0011,logistics_etl,TASK0051,RUNNING,485,Isaac Newton-Boyd,Weekly,2026-07-26T05:53:00,1,default,KubernetesExecutor,41
RUN000260,DAG0022,crm_sync_etl,TASK0103,RUNNING,1174,Julia Ferreira,Daily,2026-07-12T06:32:00,2,default,CeleryExecutor,82
RUN000261,DAG0129,sustainability_reporting_sync,TASK0571,QUEUED,594,Yuki Tanaka,Daily,2026-06-29T16:58:00,0,high_priority,KubernetesExecutor,46
RUN000262,DAG0137,billing_pipeline,TASK0611,SUCCESS,118,Fatima Al-Sayed,Weekly,2026-07-24T06:44:00,0,etl,CeleryExecutor,73
RUN000263,DAG0036,subscription_billing_etl,TASK0158,QUEUED,277,Daniel Osei,Daily,2026-07-23T06:09:00,0,default,CeleryExecutor,33
RUN000264,DAG0034,underwriting_etl,TASK0152,FAILED,416,James Anderson,Daily,2026-07-13T08:16:00,0,etl,CeleryExecutor,13
RUN000265,DAG0091,data_quality_sync,TASK0406,SUCCESS,514,Yuki Tanaka,Daily,2026-07-05T19:32:00,0,high_priority,KubernetesExecutor,66
RUN000266,DAG0106,gl_close_sync,TASK0468,SUCCESS,157,Carlos Mendoza,Weekly,2026-06-25T07:44:00,0,etl,CeleryExecutor,45
RUN000267,DAG0105,ap_processing_sync,TASK0464,SUCCESS,1542,Laura Kowalski,Daily,2026-07-20T07:36:00,0,analytics,LocalExecutor,13
RUN000268,DAG0102,loyalty_sync,TASK0453,SUCCESS,202,Kavya Reddy,Hourly,2026-07-15T06:17:00,1,default,CeleryExecutor,17
RUN000269,DAG0147,risk_scoring_pipeline,TASK0656,FAILED,477,Benjamin Wright,On Demand,2026-07-02T15:21:00,5,analytics,CeleryExecutor,91
RUN000270,DAG0020,security_monitoring_etl,TASK0091,RUNNING,280,Kenji Watanabe,Daily,2026-07-14T05:53:00,1,analytics,CeleryExecutor,9
RUN000271,DAG0044,maintenance_scheduling_etl,TASK0192,SUCCESS,516,Laura Kowalski,Daily,2026-07-23T10:43:00,0,high_priority,LocalExecutor,3
RUN000272,DAG0089,crm_sync_sync,TASK0393,SUCCESS,332,Kenji Watanabe,Daily,2026-06-04T17:43:00,2,default,CeleryExecutor,52
RUN000273,DAG0096,budgeting_sync,TASK0420,SUCCESS,114,Olivia Martin,On Demand,2026-06-22T03:44:00,0,etl,LocalExecutor,50
RUN000274,DAG0056,shipment_tracking_etl,TASK0242,RUNNING,396,Hannah Schmidt,Monthly,2026-06-02T12:32:00,1,high_priority,CeleryExecutor,78
RUN000275,DAG0065,expense_reporting_etl,TASK0284,RUNNING,221,Rachel Cohen,Daily,2026-07-14T10:01:00,0,default,CeleryExecutor,21
RUN000276,DAG0102,loyalty_sync,TASK0453,SUCCESS,410,Kavya Reddy,Hourly,2026-06-12T01:17:00,5,analytics,KubernetesExecutor,74
RUN000277,DAG0016,vendor_management_etl,TASK0068,SUCCESS,65,Lucas Silva,Monthly,2026-07-07T13:59:00,2,etl,KubernetesExecutor,26
RUN000278,DAG0099,contracts_sync,TASK0434,SUCCESS,300,Isaac Newton-Boyd,Monthly,2026-07-25T01:52:00,0,etl,KubernetesExecutor,61
RUN000279,DAG0134,vendor_scorecard_sync,TASK0591,SUCCESS,99,Nina Petrova,On Demand,2026-06-24T12:03:00,2,high_priority,LocalExecutor,77
RUN000280,DAG0041,revenue_recognition_etl,TASK0180,QUEUED,640,Julia Ferreira,Weekly,2026-06-22T17:02:00,0,high_priority,CeleryExecutor,35
RUN000281,DAG0110,fleet_tracking_sync,TASK0484,SUCCESS,83,Laura Kowalski,Daily,2026-06-26T14:36:00,1,etl,KubernetesExecutor,57
RUN000282,DAG0030,tax_reporting_etl,TASK0136,SUCCESS,536,Sofia Rossi,Daily,2026-07-17T14:52:00,1,etl,CeleryExecutor,91
RUN000283,DAG0139,inventory_pipeline,TASK0620,RUNNING,206,Vikram Patel,Daily,2026-06-11T07:11:00,0,default,CeleryExecutor,87
RUN000284,DAG0094,promotions_sync,TASK0416,SUCCESS,207,Nina Petrova,Daily,2026-06-21T18:45:00,0,etl,CeleryExecutor,59
RUN000285,DAG0095,demand_forecasting_sync,TASK0418,SUCCESS,345,Aisha Khan,On Demand,2026-06-28T04:57:00,0,etl,CeleryExecutor,100
RUN000286,DAG0110,fleet_tracking_sync,TASK0486,SUCCESS,366,Laura Kowalski,Daily,2026-07-08T00:55:00,0,default,CeleryExecutor,75
RUN000287,DAG0075,marketing_campaign_sync,TASK0326,SUCCESS,153,Priya Sharma,On Demand,2026-07-11T14:49:00,0,default,CeleryExecutor,45
RUN000288,DAG0004,fraud_detection_etl,TASK0016,SUCCESS,192,Michael O'Brien,Daily,2026-06-22T06:36:00,0,etl,CeleryExecutor,81
RUN000289,DAG0046,capacity_planning_etl,TASK0201,SUCCESS,947,Sarah Mitchell,On Demand,2026-06-29T19:07:00,0,analytics,KubernetesExecutor,16
RUN000290,DAG0114,supplier_onboarding_sync,TASK0498,SUCCESS,204,Zainab Ibrahim,Daily,2026-07-17T19:09:00,0,analytics,KubernetesExecutor,79
RUN000291,DAG0082,payroll_sync,TASK0357,SUCCESS,560,Wei Zhang,Daily,2026-07-09T03:03:00,0,etl,LocalExecutor,14
RUN000292,DAG0063,employee_engagement_etl,TASK0274,SUCCESS,1262,Rajesh Kumar,Daily,2026-06-30T09:11:00,1,default,CeleryExecutor,39
RUN000293,DAG0030,tax_reporting_etl,TASK0137,SUCCESS,313,Sofia Rossi,Daily,2026-06-13T09:08:00,1,etl,LocalExecutor,30
RUN000294,DAG0001,customer_etl,TASK0006,CANCELLED,234,Carlos Mendoza,Daily,2026-07-24T20:22:00,3,etl,CeleryExecutor,58
RUN000295,DAG0082,payroll_sync,TASK0357,SUCCESS,357,Wei Zhang,Daily,2026-06-21T22:55:00,0,default,KubernetesExecutor,48
RUN000296,DAG0002,sales_etl,TASK0008,QUEUED,378,Laura Kowalski,Monthly,2026-07-17T07:11:00,0,default,KubernetesExecutor,66
RUN000297,DAG0102,loyalty_sync,TASK0454,QUEUED,74,Kavya Reddy,Hourly,2026-06-15T18:04:00,2,analytics,KubernetesExecutor,83
RUN000298,DAG0133,travel_booking_sync,TASK0589,SUCCESS,2802,Daniel Osei,On Demand,2026-07-26T20:54:00,1,analytics,CeleryExecutor,72
RUN000299,DAG0021,backup_etl,TASK0096,SUCCESS,948,Sofia Rossi,On Demand,2026-07-04T01:49:00,0,default,KubernetesExecutor,14
RUN000300,DAG0089,crm_sync_sync,TASK0394,CANCELLED,393,Kenji Watanabe,Daily,2026-06-19T21:29:00,1,etl,KubernetesExecutor,93
RUN000301,DAG0066,travel_booking_etl,TASK0285,SUCCESS,208,Mark Thompson,Hourly,2026-06-30T04:07:00,0,default,CeleryExecutor,57
RUN000302,DAG0051,churn_prediction_etl,TASK0220,SUCCESS,451,Sarah Mitchell,On Demand,2026-06-16T18:55:00,0,default,KubernetesExecutor,45
RUN000303,DAG0135,customer_pipeline,TASK0596,RUNNING,419,Andrew Campbell,Daily,2026-07-24T10:33:00,0,analytics,CeleryExecutor,49
RUN000304,DAG0047,supplier_onboarding_etl,TASK0202,SUCCESS,1711,Hannah Schmidt,Daily,2026-07-07T21:00:00,2,etl,CeleryExecutor,22
RUN000305,DAG0106,gl_close_sync,TASK0466,SUCCESS,117,Carlos Mendoza,Weekly,2026-07-01T18:44:00,0,analytics,LocalExecutor,32
RUN000306,DAG0115,customer_onboarding_sync,TASK0507,SUCCESS,150,Samuel Okafor,Daily,2026-07-11T03:55:00,0,default,CeleryExecutor,31
RUN000307,DAG0005,inventory_etl,TASK0021,SUCCESS,618,Kenji Watanabe,Daily,2026-07-18T08:07:00,1,analytics,KubernetesExecutor,91
RUN000308,DAG0065,expense_reporting_etl,TASK0280,SUCCESS,596,Rachel Cohen,Daily,2026-06-25T06:47:00,1,default,CeleryExecutor,74
RUN000309,DAG0031,treasury_etl,TASK0139,SUCCESS,798,Isaac Newton-Boyd,Weekly,2026-07-12T01:14:00,0,default,CeleryExecutor,59
RUN000310,DAG0115,customer_onboarding_sync,TASK0504,SUCCESS,459,Samuel Okafor,Daily,2026-06-09T15:19:00,1,default,LocalExecutor,44
RUN000311,DAG0019,analytics_etl,TASK0090,FAILED,367,Elena Popescu,Daily,2026-07-07T06:24:00,1,high_priority,LocalExecutor,49
RUN000312,DAG0129,sustainability_reporting_sync,TASK0571,SUCCESS,622,Yuki Tanaka,Daily,2026-06-15T04:43:00,0,etl,KubernetesExecutor,29
RUN000313,DAG0117,aml_screening_sync,TASK0514,FAILED,728,Zainab Ibrahim,Daily,2026-07-09T04:02:00,1,etl,CeleryExecutor,41
RUN000314,DAG0085,ecommerce_sync,TASK0371,SUCCESS,552,Rajesh Kumar,On Demand,2026-07-27T22:17:00,0,default,KubernetesExecutor,86
RUN000315,DAG0092,master_data_sync,TASK0410,SUCCESS,1576,Rachel Cohen,Daily,2026-06-10T22:14:00,0,default,CeleryExecutor,26
RUN000316,DAG0048,customer_onboarding_etl,TASK0207,SUCCESS,100,Jennifer Walsh,Hourly,2026-06-18T11:04:00,3,default,CeleryExecutor,94
RUN000317,DAG0131,benefits_enrollment_sync,TASK0581,SUCCESS,805,Priya Sharma,Weekly,2026-06-03T02:38:00,1,default,KubernetesExecutor,28
RUN000318,DAG0031,treasury_etl,TASK0139,FAILED,218,Isaac Newton-Boyd,Weekly,2026-06-19T22:32:00,0,default,KubernetesExecutor,49
RUN000319,DAG0063,employee_engagement_etl,TASK0275,SUCCESS,258,Rajesh Kumar,Daily,2026-06-30T22:27:00,0,high_priority,KubernetesExecutor,73
RUN000320,DAG0036,subscription_billing_etl,TASK0159,SUCCESS,357,Daniel Osei,Daily,2026-06-30T07:17:00,3,etl,CeleryExecutor,29
RUN000321,DAG0096,budgeting_sync,TASK0420,FAILED,422,Olivia Martin,On Demand,2026-07-17T05:23:00,0,etl,CeleryExecutor,81
RUN000322,DAG0069,sales_sync,TASK0301,SUCCESS,868,Zainab Ibrahim,Daily,2026-06-07T15:13:00,0,analytics,KubernetesExecutor,69
RUN000323,DAG0020,security_monitoring_etl,TASK0094,FAILED,302,Kenji Watanabe,Daily,2026-07-09T16:41:00,0,etl,KubernetesExecutor,79
RUN000324,DAG0130,employee_engagement_sync,TASK0574,SUCCESS,219,Samuel Okafor,Daily,2026-06-09T14:08:00,1,default,LocalExecutor,29
RUN000325,DAG0116,kyc_verification_sync,TASK0509,SUCCESS,961,Benjamin Wright,Daily,2026-07-21T06:05:00,2,default,KubernetesExecutor,42
RUN000326,DAG0069,sales_sync,TASK0300,SUCCESS,688,Zainab Ibrahim,Daily,2026-07-16T05:01:00,2,high_priority,CeleryExecutor,90
RUN000327,DAG0007,hr_workflow_etl,TASK0032,SUCCESS,330,Ahmed Hassan,On Demand,2026-06-23T05:35:00,2,default,KubernetesExecutor,42
RUN000328,DAG0072,inventory_sync,TASK0309,SUCCESS,204,Lucas Silva,Daily,2026-06-29T00:55:00,0,default,CeleryExecutor,17
RUN000329,DAG0074,hr_workflow_sync,TASK0318,SUCCESS,213,Laura Kowalski,Hourly,2026-06-17T14:36:00,0,default,KubernetesExecutor,94
RUN000330,DAG0114,supplier_onboarding_sync,TASK0500,SUCCESS,351,Zainab Ibrahim,Daily,2026-06-13T11:11:00,0,default,KubernetesExecutor,30
RUN000331,DAG0093,pricing_sync,TASK0413,FAILED,607,Hannah Schmidt,Hourly,2026-07-18T19:18:00,0,default,CeleryExecutor,1
RUN000332,DAG0041,revenue_recognition_etl,TASK0180,SUCCESS,535,Julia Ferreira,Weekly,2026-07-22T15:44:00,0,default,CeleryExecutor,64
RUN000333,DAG0043,fleet_tracking_etl,TASK0189,SUCCESS,191,Natalie Fournier,Hourly,2026-06-12T03:06:00,0,analytics,CeleryExecutor,59
RUN000334,DAG0137,billing_pipeline,TASK0608,CANCELLED,539,Fatima Al-Sayed,Weekly,2026-06-16T05:39:00,1,high_priority,CeleryExecutor,29
RUN000335,DAG0075,marketing_campaign_sync,TASK0327,SUCCESS,305,Priya Sharma,On Demand,2026-06-17T13:08:00,5,default,CeleryExecutor,37
RUN000336,DAG0095,demand_forecasting_sync,TASK0419,FAILED,287,Aisha Khan,On Demand,2026-07-10T02:08:00,2,default,CeleryExecutor,23
RUN000337,DAG0022,crm_sync_etl,TASK0102,SUCCESS,327,Julia Ferreira,Daily,2026-06-03T08:38:00,0,etl,CeleryExecutor,37
RUN000338,DAG0070,billing_sync,TASK0303,SUCCESS,902,Zainab Ibrahim,Hourly,2026-07-10T15:43:00,1,default,KubernetesExecutor,21
RUN000339,DAG0055,order_processing_etl,TASK0237,SUCCESS,667,David Chen,Monthly,2026-06-10T01:22:00,0,default,KubernetesExecutor,18
RUN000340,DAG0084,warehouse_sync,TASK0369,SUCCESS,494,Nina Petrova,Weekly,2026-06-06T09:41:00,0,default,LocalExecutor,62
RUN000341,DAG0030,tax_reporting_etl,TASK0132,SUCCESS,351,Sofia Rossi,Daily,2026-06-10T08:40:00,0,etl,KubernetesExecutor,21
RUN000342,DAG0061,energy_consumption_etl,TASK0268,QUEUED,687,Kenji Watanabe,Weekly,2026-06-05T09:54:00,0,default,CeleryExecutor,54
RUN000343,DAG0024,data_quality_etl,TASK0110,RUNNING,47,Priya Sharma,Daily,2026-06-04T05:20:00,1,default,LocalExecutor,20
RUN000344,DAG0088,backup_sync,TASK0386,QUEUED,238,Hannah Schmidt,Daily,2026-07-15T01:15:00,0,etl,CeleryExecutor,37
RUN000345,DAG0024,data_quality_etl,TASK0110,CANCELLED,1388,Priya Sharma,Daily,2026-07-23T01:47:00,1,default,KubernetesExecutor,38
RUN000346,DAG0067,vendor_scorecard_etl,TASK0290,SUCCESS,454,Elena Popescu,Daily,2026-06-08T17:55:00,0,default,KubernetesExecutor,71
RUN000347,DAG0083,vendor_management_sync,TASK0363,FAILED,84,Robert Nakamura,Monthly,2026-07-16T17:19:00,0,default,KubernetesExecutor,75
RUN000348,DAG0142,marketing_campaign_pipeline,TASK0635,RUNNING,470,Nina Petrova,Daily,2026-06-12T03:36:00,0,high_priority,CeleryExecutor,85
RUN000349,DAG0135,customer_pipeline,TASK0599,SUCCESS,123,Andrew Campbell,Daily,2026-07-17T09:08:00,1,high_priority,KubernetesExecutor,84
RUN000350,DAG0137,billing_pipeline,TASK0608,FAILED,305,Fatima Al-Sayed,Weekly,2026-07-20T17:02:00,2,high_priority,KubernetesExecutor,15
RUN000351,DAG0081,audit_sync,TASK0352,SUCCESS,89,Elena Popescu,Hourly,2026-07-11T17:10:00,3,default,KubernetesExecutor,12
RUN000352,DAG0124,returns_processing_sync,TASK0549,SUCCESS,7200,Jennifer Walsh,Weekly,2026-07-02T09:32:00,0,default,LocalExecutor,58
RUN000353,DAG0027,promotions_etl,TASK0119,SUCCESS,118,Elena Popescu,On Demand,2026-07-22T06:29:00,0,high_priority,CeleryExecutor,24
