entity_id,source_system,depends_on,downstream,dependency_type
BRO0233,Kafka,DAG0599,BRO0233,Processes
BRO0234,Kafka,DAG0233,BRO0234,Monitors
BRO0235,Kafka,DAG0577,BRO0235,Consumes Data
BRO0236,Kafka,DAG0331,BRO0236,Consumes Data
BRO0237,Kafka,BRO0134,BRO0237,Writes To
BRO0238,Kafka,DAG0664,BRO0238,Processes
BRO0239,Kafka,BRO0093,BRO0239,Processes
BRO0240,Kafka,BRO0023,BRO0240,Writes To
BRO0241,Kafka,DAG0842,BRO0241,Monitors
BRO0242,Kafka,DAG0997,BRO0242,Publishes Event
BRO0243,Kafka,DAG0887,BRO0243,Processes
BRO0244,Kafka,DAG0784,BRO0244,Consumes Data
BRO0245,Kafka,DAG0211,BRO0245,Consumes Data
BRO0246,Kafka,DAG0470,BRO0246,Triggers Pipeline
BRO0247,Kafka,BRO0136,BRO0247,Writes To
BRO0248,Kafka,DAG0016,BRO0248,Monitors
BRO0249,Kafka,DAG0618,BRO0249,Publishes Event
BRO0250,Kafka,DAG0047,BRO0250,Monitors
BRO0251,Kafka,DAG0654,BRO0251,Depends On
BRO0252,Kafka,BRO0065,BRO0252,Monitors
BRO0253,Kafka,DAG0191,BRO0253,Reads From
BRO0254,Kafka,DAG0552,BRO0254,Writes To
BRO0255,Kafka,DAG0227,BRO0255,Depends On
BRO0256,Kafka,DAG0927,BRO0256,Consumes Data
BRO0257,Kafka,DAG0287,BRO0257,Monitors
BRO0258,Kafka,DAG0832,BRO0258,Monitors
BRO0259,Kafka,DAG0857,BRO0259,Publishes Event
BRO0260,Kafka,DAG0882,BRO0260,Publishes Event
BRO0261,Kafka,DAG0280,BRO0261,Reads From
BRO0262,Kafka,BRO0259,BRO0262,Publishes Event
BRO0263,Kafka,BRO0135,BRO0263,Publishes Event
BRO0264,Kafka,DAG0419,BRO0264,Depends On
BRO0265,Kafka,DAG0171,BRO0265,Writes To
BRO0266,Kafka,DAG0706,BRO0266,Monitors
BRO0267,Kafka,DAG0202,BRO0267,Writes To
BRO0268,Kafka,DAG0573,BRO0268,Depends On
BRO0269,Kafka,DAG0753,BRO0269,Publishes Event
BRO0270,Kafka,DAG0856,BRO0270,Processes
BRO0271,Kafka,BRO0011,BRO0271,Processes
BRO0272,Kafka,DAG0192,BRO0272,Writes To
BRO0273,Kafka,DAG0288,BRO0273,Monitors
BRO0274,Kafka,DAG0925,BRO0274,Monitors
BRO0275,Kafka,DAG0574,BRO0275,Consumes Data
BRO0276,Kafka,BRO0087,BRO0276,Consumes Data
BRO0277,Kafka,DAG0677,BRO0277,Reads From
BRO0278,Kafka,DAG0578,BRO0278,Processes
BRO0279,Kafka,DAG0192,BRO0279,Publishes Event
BRO0280,Kafka,DAG0658,BRO0280,Consumes Data
BRO0281,Kafka,DAG0579,BRO0281,Triggers Pipeline
BRO0282,Kafka,DAG0009,BRO0282,Reads From
BRO0283,Kafka,DAG0656,BRO0283,Triggers Pipeline
BRO0284,Kafka,DAG0991,BRO0284,Processes
BRO0285,Kafka,DAG0907,BRO0285,Publishes Event
BRO0286,Kafka,DAG0247,BRO0286,Processes
BRO0287,Kafka,DAG0036,BRO0287,Depends On
BRO0288,Kafka,DAG0044,BRO0288,Depends On
BRO0289,Kafka,DAG0019,BRO0289,Consumes Data
BRO0290,Kafka,DAG0734,BRO0290,Processes
BRO0291,Kafka,DAG0047,BRO0291,Reads From
BRO0292,Kafka,DAG0081,BRO0292,Consumes Data
BRO0293,Kafka,DAG0235,BRO0293,Monitors
BRO0294,Kafka,DAG0136,BRO0294,Processes
BRO0295,Kafka,DAG0538,BRO0295,Reads From
BRO0296,Kafka,DAG0940,BRO0296,Writes To
BRO0297,Kafka,DAG0416,BRO0297,Processes
BRO0298,Kafka,DAG0995,BRO0298,Monitors
BRO0299,Kafka,DAG0823,BRO0299,Triggers Pipeline
BRO0300,Kafka,BRO0128,BRO0300,Consumes Data
BRO0301,Kafka,BRO0141,BRO0301,Depends On
BRO0302,Kafka,DAG0719,BRO0302,Publishes Event
BRO0303,Kafka,DAG0716,BRO0303,Processes
BRO0304,Kafka,DAG0823,BRO0304,Depends On
BRO0305,Kafka,DAG0789,BRO0305,Monitors
BRO0306,Kafka,DAG0836,BRO0306,Processes
BRO0307,Kafka,DAG0725,BRO0307,Reads From
BRO0308,Kafka,DAG0493,BRO0308,Triggers Pipeline
BRO0309,Kafka,DAG0500,BRO0309,Monitors
BRO0310,Kafka,DAG0938,BRO0310,Reads From
BRO0311,Kafka,DAG0864,BRO0311,Triggers Pipeline
BRO0312,Kafka,DAG0951,BRO0312,Writes To
BRO0313,Kafka,DAG0542,BRO0313,Triggers Pipeline
BRO0314,Kafka,BRO0295,BRO0314,Monitors
BRO0315,Kafka,DAG0852,BRO0315,Processes
BRO0316,Kafka,DAG0869,BRO0316,Consumes Data
BRO0317,Kafka,DAG0152,BRO0317,Monitors
BRO0318,Kafka,BRO0088,BRO0318,Consumes Data
BRO0319,Kafka,DAG0505,BRO0319,Writes To
BRO0320,Kafka,DAG0613,BRO0320,Reads From
BRO0321,Kafka,DAG0132,BRO0321,Processes
BRO0322,Kafka,DAG0907,BRO0322,Reads From
BRO0323,Kafka,DAG0562,BRO0323,Depends On
BRO0324,Kafka,BRO0031,BRO0324,Monitors
BRO0325,Kafka,DAG0869,BRO0325,Publishes Event
BRO0326,Kafka,DAG0006,BRO0326,Publishes Event
BRO0327,Kafka,DAG0981,BRO0327,Reads From
BRO0328,Kafka,DAG0936,BRO0328,Publishes Event
BRO0329,Kafka,DAG0532,BRO0329,Depends On
BRO0330,Kafka,BRO0198,BRO0330,Depends On
BRO0331,Kafka,DAG0287,BRO0331,Reads From
BRO0332,Kafka,DAG0611,BRO0332,Triggers Pipeline
BRO0333,Kafka,DAG0642,BRO0333,Monitors
BRO0334,Kafka,BRO0181,BRO0334,Triggers Pipeline
BRO0335,Kafka,DAG0263,BRO0335,Triggers Pipeline
BRO0336,Kafka,BRO0181,BRO0336,Processes
BRO0337,Kafka,DAG0020,BRO0337,Monitors
BRO0338,Kafka,DAG0858,BRO0338,Writes To
BRO0339,Kafka,DAG0425,BRO0339,Consumes Data
BRO0340,Kafka,DAG0549,BRO0340,Consumes Data
BRO0341,Kafka,DAG0314,BRO0341,Processes
BRO0342,Kafka,DAG0863,BRO0342,Triggers Pipeline
BRO0343,Kafka,DAG0798,BRO0343,Reads From
BRO0344,Kafka,DAG0278,BRO0344,Writes To
BRO0345,Kafka,DAG0059,BRO0345,Processes
BRO0346,Kafka,DAG0126,BRO0346,Monitors
BRO0347,Kafka,DAG0573,BRO0347,Reads From
BRO0348,Kafka,DAG0395,BRO0348,Publishes Event
BRO0349,Kafka,BRO0317,BRO0349,Reads From
BRO0350,Kafka,DAG0479,BRO0350,Reads From
BRO0351,Kafka,DAG0364,BRO0351,Reads From
BRO0352,Kafka,DAG0742,BRO0352,Writes To
BRO0353,Kafka,BRO0247,BRO0353,Writes To
BRO0354,Kafka,DAG0010,BRO0354,Consumes Data
BRO0355,Kafka,DAG0936,BRO0355,Consumes Data
BRO0356,Kafka,DAG0690,BRO0356,Monitors
BRO0357,Kafka,BRO0251,BRO0357,Monitors
BRO0358,Kafka,DAG0966,BRO0358,Triggers Pipeline
BRO0359,Kafka,BRO0289,BRO0359,Monitors
BRO0360,Kafka,BRO0125,BRO0360,Monitors
BRO0361,Kafka,DAG0398,BRO0361,Monitors
BRO0362,Kafka,DAG0864,BRO0362,Publishes Event
BRO0363,Kafka,DAG0085,BRO0363,Processes
BRO0364,Kafka,DAG0976,BRO0364,Monitors
BRO0365,Kafka,DAG0426,BRO0365,Reads From
BRO0366,Kafka,DAG0749,BRO0366,Reads From
BRO0367,Kafka,DAG0864,BRO0367,Publishes Event
BRO0368,Kafka,DAG0919,BRO0368,Monitors
BRO0369,Kafka,DAG0035,BRO0369,Publishes Event
BRO0370,Kafka,DAG0519,BRO0370,Consumes Data
BRO0371,Kafka,DAG0344,BRO0371,Writes To
BRO0372,Kafka,BRO0101,BRO0372,Monitors
BRO0373,Kafka,BRO0095,BRO0373,Publishes Event
BRO0374,Kafka,BRO0135,BRO0374,Monitors
BRO0375,Kafka,DAG0529,BRO0375,Monitors
BRO0376,Kafka,DAG0968,BRO0376,Reads From
BRO0377,Kafka,DAG0121,BRO0377,Writes To
BRO0378,Kafka,DAG0626,BRO0378,Depends On
BRO0379,Kafka,BRO0262,BRO0379,Publishes Event
BRO0380,Kafka,BRO0332,BRO0380,Monitors
BRO0381,Kafka,DAG0101,BRO0381,Reads From
BRO0382,Kafka,DAG0181,BRO0382,Writes To
BRO0383,Kafka,DAG0616,BRO0383,Processes
BRO0384,Kafka,DAG0276,BRO0384,Reads From
BRO0385,Kafka,DAG0019,BRO0385,Writes To
BRO0386,Kafka,BRO0167,BRO0386,Writes To
BRO0387,Kafka,DAG0453,BRO0387,Triggers Pipeline
BRO0388,Kafka,DAG0753,BRO0388,Triggers Pipeline
BRO0389,Kafka,DAG0839,BRO0389,Processes
BRO0390,Kafka,DAG0979,BRO0390,Depends On
BRO0391,Kafka,DAG0909,BRO0391,Depends On
BRO0392,Kafka,BRO0085,BRO0392,Monitors
BRO0393,Kafka,DAG0576,BRO0393,Triggers Pipeline
BRO0394,Kafka,DAG0563,BRO0394,Consumes Data
BRO0395,Kafka,DAG0535,BRO0395,Writes To
BRO0396,Kafka,DAG0423,BRO0396,Monitors
BRO0397,Kafka,DAG0732,BRO0397,Depends On
BRO0398,Kafka,DAG0591,BRO0398,Monitors
BRO0399,Kafka,DAG0695,BRO0399,Reads From
BRO0400,Kafka,DAG0654,BRO0400,Consumes Data
BRO0401,Kafka,DAG0289,BRO0401,Consumes Data
BRO0402,Kafka,DAG0947,BRO0402,Processes
BRO0403,Kafka,DAG0554,BRO0403,Processes
BRO0404,Kafka,DAG0996,BRO0404,Writes To
BRO0405,Kafka,DAG0209,BRO0405,Writes To
BRO0406,Kafka,DAG0076,BRO0406,Publishes Event
BRO0407,Kafka,BRO0002,BRO0407,Monitors
BRO0408,Kafka,DAG0406,BRO0408,Monitors
BRO0409,Kafka,DAG0398,BRO0409,Consumes Data
BRO0410,Kafka,DAG0905,BRO0410,Publishes Event
BRO0411,Kafka,DAG0702,BRO0411,Triggers Pipeline
BRO0412,Kafka,DAG0541,BRO0412,Triggers Pipeline
BRO0413,Kafka,DAG0763,BRO0413,Reads From
BRO0414,Kafka,BRO0414,BRO0414,Reads From
BRO0415,Kafka,DAG0123,BRO0415,Publishes Event
BRO0416,Kafka,DAG0864,BRO0416,Processes
BRO0417,Kafka,BRO0118,BRO0417,Monitors
BRO0418,Kafka,DAG0822,BRO0418,Consumes Data
BRO0419,Kafka,DAG0766,BRO0419,Publishes Event
BRO0420,Kafka,DAG0823,BRO0420,Consumes Data
BRO0421,Kafka,BRO0032,BRO0421,Writes To
BRO0422,Kafka,DAG0624,BRO0422,Consumes Data
BRO0423,Kafka,DAG0996,BRO0423,Consumes Data
BRO0424,Kafka,DAG0428,BRO0424,Reads From
BRO0425,Kafka,BRO0386,BRO0425,Reads From
BRO0426,Kafka,DAG0619,BRO0426,Writes To
BRO0427,Kafka,BRO0188,BRO0427,Writes To
BRO0428,Kafka,DAG0311,BRO0428,Triggers Pipeline
BRO0429,Kafka,BRO0209,BRO0429,Triggers Pipeline
BRO0430,Kafka,BRO0340,BRO0430,Reads From
BRO0431,Kafka,DAG0354,BRO0431,Triggers Pipeline
BRO0432,Kafka,DAG0574,BRO0432,Monitors
BRO0433,Kafka,DAG0186,BRO0433,Triggers Pipeline
BRO0434,Kafka,DAG0525,BRO0434,Triggers Pipeline
BRO0435,Kafka,BRO0115,BRO0435,Monitors
BRO0436,Kafka,BRO0106,BRO0436,Processes
BRO0437,Kafka,DAG0616,BRO0437,Publishes Event
BRO0438,Kafka,DAG0302,BRO0438,Triggers Pipeline
BRO0439,Kafka,DAG0851,BRO0439,Triggers Pipeline
BRO0440,Kafka,BRO0112,BRO0440,Reads From
BRO0441,Kafka,DAG0470,BRO0441,Triggers Pipeline
BRO0442,Kafka,DAG0057,BRO0442,Triggers Pipeline
BRO0443,Kafka,DAG0977,BRO0443,Depends On
BRO0444,Kafka,DAG0685,BRO0444,Processes
BRO0445,Kafka,BRO0338,BRO0445,Processes
BRO0446,Kafka,DAG0742,BRO0446,Processes
BRO0447,Kafka,DAG0104,BRO0447,Consumes Data
BRO0448,Kafka,DAG0068,BRO0448,Reads From
BRO0449,Kafka,DAG0135,BRO0449,Writes To
BRO0450,Kafka,DAG0324,BRO0450,Reads From
BRO0451,Kafka,DAG0825,BRO0451,Depends On
BRO0452,Kafka,DAG0511,BRO0452,Depends On
BRO0453,Kafka,BRO0274,BRO0453,Reads From
BRO0454,Kafka,BRO0047,BRO0454,Publishes Event
BRO0455,Kafka,DAG0045,BRO0455,Depends On
BRO0456,Kafka,DAG0731,BRO0456,Depends On
BRO0457,Kafka,DAG0761,BRO0457,Depends On
BRO0458,Kafka,BRO0252,BRO0458,Writes To
BRO0459,Kafka,DAG0882,BRO0459,Publishes Event
BRO0460,Kafka,DAG0644,BRO0460,Monitors
BRO0461,Kafka,DAG0856,BRO0461,Publishes Event
BRO0462,Kafka,DAG0835,BRO0462,Processes
BRO0463,Kafka,DAG0025,BRO0463,Processes
BRO0464,Kafka,DAG0102,BRO0464,Monitors
BRO0465,Kafka,DAG0921,BRO0465,Depends On
BRO0466,Kafka,BRO0282,BRO0466,Processes
BRO0467,Kafka,BRO0015,BRO0467,Processes
BRO0468,Kafka,DAG0606,BRO0468,Consumes Data
BRO0469,Kafka,DAG0057,BRO0469,Consumes Data
BRO0470,Kafka,BRO0049,BRO0470,Processes
BRO0471,Kafka,DAG0460,BRO0471,Writes To
BRO0472,Kafka,DAG0690,BRO0472,Publishes Event
BRO0473,Kafka,DAG0669,BRO0473,Triggers Pipeline
BRO0474,Kafka,DAG0145,BRO0474,Reads From
BRO0475,Kafka,BRO0372,BRO0475,Monitors
BRO0476,Kafka,DAG0623,BRO0476,Processes
BRO0477,Kafka,BRO0429,BRO0477,Reads From
BRO0478,Kafka,DAG0205,BRO0478,Writes To
BRO0479,Kafka,DAG0112,BRO0479,Processes
BRO0480,Kafka,DAG0381,BRO0480,Monitors
BRO0481,Kafka,DAG0167,BRO0481,Consumes Data
BRO0482,Kafka,BRO0150,BRO0482,Monitors
BRO0483,Kafka,DAG0455,BRO0483,Processes
BRO0484,Kafka,DAG0191,BRO0484,Writes To
BRO0485,Kafka,DAG0984,BRO0485,Consumes Data
BRO0486,Kafka,DAG0483,BRO0486,Publishes Event
BRO0487,Kafka,DAG0982,BRO0487,Monitors
BRO0488,Kafka,DAG0746,BRO0488,Publishes Event
BRO0489,Kafka,DAG0821,BRO0489,Reads From
BRO0490,Kafka,BRO0195,BRO0490,Triggers Pipeline
BRO0491,Kafka,DAG0152,BRO0491,Monitors
BRO0492,Kafka,BRO0394,BRO0492,Monitors
BRO0493,Kafka,BRO0485,BRO0493,Monitors
BRO0494,Kafka,DAG0060,BRO0494,Triggers Pipeline
BRO0495,Kafka,DAG0462,BRO0495,Publishes Event
BRO0496,Kafka,DAG0642,BRO0496,Triggers Pipeline
BRO0497,Kafka,DAG0095,BRO0497,Monitors
BRO0498,Kafka,BRO0087,BRO0498,Processes
BRO0499,Kafka,DAG0299,BRO0499,Reads From
BRO0500,Kafka,DAG0710,BRO0500,Publishes Event
BRO0501,Kafka,DAG0728,BRO0501,Monitors
BRO0502,Kafka,BRO0184,BRO0502,Triggers Pipeline
BRO0503,Kafka,BRO0116,BRO0503,Depends On
BRO0504,Kafka,BRO0289,BRO0504,Monitors
BRO0505,Kafka,DAG0355,BRO0505,Reads From
BRO0506,Kafka,DAG0405,BRO0506,Processes
BRO0507,Kafka,DAG0019,BRO0507,Reads From
BRO0508,Kafka,DAG0205,BRO0508,Depends On
BRO0509,Kafka,DAG0203,BRO0509,Reads From
BRO0510,Kafka,BRO0433,BRO0510,Writes To
BRO0511,Kafka,DAG0949,BRO0511,Processes
BRO0512,Kafka,DAG0242,BRO0512,Monitors
BRO0513,Kafka,DAG0912,BRO0513,Processes
BRO0514,Kafka,DAG0797,BRO0514,Consumes Data
BRO0515,Kafka,DAG0558,BRO0515,Processes
BRO0516,Kafka,DAG0956,BRO0516,Publishes Event
BRO0517,Kafka,BRO0050,BRO0517,Publishes Event
BRO0518,Kafka,DAG0568,BRO0518,Publishes Event
BRO0519,Kafka,DAG0511,BRO0519,Depends On
BRO0520,Kafka,DAG0775,BRO0520,Processes
BRO0521,Kafka,BRO0347,BRO0521,Consumes Data
BRO0522,Kafka,DAG0267,BRO0522,Depends On
BRO0523,Kafka,BRO0217,BRO0523,Consumes Data
BRO0524,Kafka,DAG0305,BRO0524,Consumes Data
BRO0525,Kafka,BRO0358,BRO0525,Publishes Event
BRO0526,Kafka,DAG0791,BRO0526,Writes To
BRO0527,Kafka,BRO0024,BRO0527,Processes
BRO0528,Kafka,DAG0869,BRO0528,Consumes Data
BRO0529,Kafka,DAG0354,BRO0529,Consumes Data
BRO0530,Kafka,BRO0517,BRO0530,Triggers Pipeline
BRO0531,Kafka,DAG0911,BRO0531,Writes To
BRO0532,Kafka,DAG0163,BRO0532,Triggers Pipeline
BRO0533,Kafka,DAG0319,BRO0533,Writes To
BRO0534,Kafka,DAG0109,BRO0534,Monitors
BRO0535,Kafka,DAG0245,BRO0535,Processes
BRO0536,Kafka,DAG0626,BRO0536,Processes
BRO0537,Kafka,BRO0182,BRO0537,Publishes Event
BRO0538,Kafka,DAG0585,BRO0538,Consumes Data
BRO0539,Kafka,BRO0169,BRO0539,Consumes Data
BRO0540,Kafka,DAG0068,BRO0540,Publishes Event
BRO0541,Kafka,DAG0522,BRO0541,Triggers Pipeline
BRO0542,Kafka,DAG0385,BRO0542,Reads From
BRO0543,Kafka,DAG0617,BRO0543,Consumes Data
BRO0544,Kafka,DAG0910,BRO0544,Writes To
BRO0545,Kafka,BRO0420,BRO0545,Publishes Event
BRO0546,Kafka,BRO0333,BRO0546,Writes To
BRO0547,Kafka,BRO0177,BRO0547,Processes
BRO0548,Kafka,BRO0398,BRO0548,Processes
BRO0549,Kafka,BRO0208,BRO0549,Processes
BRO0550,Kafka,BRO0234,BRO0550,Monitors
BRO0551,Kafka,DAG0865,BRO0551,Depends On
BRO0552,Kafka,BRO0062,BRO0552,Consumes Data
BRO0553,Kafka,DAG0583,BRO0553,Writes To
BRO0554,Kafka,DAG0853,BRO0554,Publishes Event
BRO0555,Kafka,DAG0694,BRO0555,Triggers Pipeline
BRO0556,Kafka,DAG0316,BRO0556,Consumes Data
BRO0557,Kafka,DAG0907,BRO0557,Processes
BRO0558,Kafka,BRO0150,BRO0558,Reads From
BRO0559,Kafka,DAG0396,BRO0559,Triggers Pipeline
BRO0560,Kafka,BRO0128,BRO0560,Depends On
BRO0561,Kafka,DAG0214,BRO0561,Publishes Event
BRO0562,Kafka,BRO0055,BRO0562,Writes To
BRO0563,Kafka,DAG0490,BRO0563,Writes To
BRO0564,Kafka,DAG0495,BRO0564,Processes
BRO0565,Kafka,DAG0937,BRO0565,Writes To
BRO0566,Kafka,DAG0948,BRO0566,Writes To
BRO0567,Kafka,DAG0587,BRO0567,Publishes Event
BRO0568,Kafka,BRO0332,BRO0568,Depends On
BRO0569,Kafka,DAG0949,BRO0569,Reads From
BRO0570,Kafka,DAG0894,BRO0570,Reads From
BRO0571,Kafka,BRO0245,BRO0571,Writes To
BRO0572,Kafka,DAG0141,BRO0572,Reads From
BRO0573,Kafka,BRO0426,BRO0573,Reads From
BRO0574,Kafka,DAG0739,BRO0574,Triggers Pipeline
BRO0575,Kafka,BRO0283,BRO0575,Monitors
BRO0576,Kafka,DAG0230,BRO0576,Reads From
BRO0577,Kafka,BRO0466,BRO0577,Processes
BRO0578,Kafka,BRO0336,BRO0578,Consumes Data
BRO0579,Kafka,BRO0406,BRO0579,Reads From
BRO0580,Kafka,BRO0344,BRO0580,Consumes Data
BRO0581,Kafka,DAG0959,BRO0581,Depends On
BRO0582,Kafka,BRO0180,BRO0582,Monitors
BRO0583,Kafka,DAG0529,BRO0583,Reads From
BRO0584,Kafka,DAG0820,BRO0584,Reads From
BRO0585,Kafka,DAG0163,BRO0585,Depends On
BRO0586,Kafka,DAG0819,BRO0586,Consumes Data
BRO0587,Kafka,DAG0926,BRO0587,Publishes Event
BRO0588,Kafka,BRO0231,BRO0588,Monitors
BRO0589,Kafka,BRO0096,BRO0589,Depends On
BRO0590,Kafka,DAG0493,BRO0590,Writes To
BRO0591,Kafka,BRO0217,BRO0591,Depends On
BRO0592,Kafka,DAG0230,BRO0592,Monitors
BRO0593,Kafka,DAG0571,BRO0593,Processes
BRO0594,Kafka,DAG0555,BRO0594,Writes To
BRO0595,Kafka,BRO0382,BRO0595,Processes
BRO0596,Kafka,BRO0493,BRO0596,Publishes Event
BRO0597,Kafka,DAG0522,BRO0597,Monitors
BRO0598,Kafka,BRO0455,BRO0598,Triggers Pipeline
BRO0599,Kafka,DAG0178,BRO0599,Consumes Data
BRO0600,Kafka,DAG0130,BRO0600,Monitors
BRO0601,Kafka,BRO0066,BRO0601,Consumes Data
BRO0602,Kafka,BRO0480,BRO0602,Writes To
BRO0603,Kafka,BRO0387,BRO0603,Writes To
BRO0604,Kafka,DAG0896,BRO0604,Triggers Pipeline
BRO0605,Kafka,BRO0501,BRO0605,Monitors
BRO0606,Kafka,DAG0127,BRO0606,Depends On
BRO0607,Kafka,DAG0954,BRO0607,Triggers Pipeline
BRO0608,Kafka,DAG0292,BRO0608,Reads From
BRO0609,Kafka,BRO0300,BRO0609,Publishes Event
BRO0610,Kafka,BRO0107,BRO0610,Consumes Data
BRO0611,Kafka,DAG0593,BRO0611,Consumes Data
BRO0612,Kafka,DAG0453,BRO0612,Processes
BRO0613,Kafka,DAG0262,BRO0613,Depends On
BRO0614,Kafka,BRO0484,BRO0614,Publishes Event
BRO0615,Kafka,BRO0174,BRO0615,Monitors
BRO0616,Kafka,DAG0445,BRO0616,Consumes Data
BRO0617,Kafka,BRO0495,BRO0617,Reads From
BRO0618,Kafka,BRO0475,BRO0618,Consumes Data
BRO0619,Kafka,BRO0228,BRO0619,Reads From
BRO0620,Kafka,BRO0012,BRO0620,Reads From
BRO0621,Kafka,DAG0907,BRO0621,Publishes Event
BRO0622,Kafka,BRO0048,BRO0622,Monitors
BRO0623,Kafka,DAG0482,BRO0623,Processes
BRO0624,Kafka,DAG0882,BRO0624,Publishes Event
BRO0625,Kafka,DAG0087,BRO0625,Writes To
BRO0626,Kafka,DAG0396,BRO0626,Consumes Data
BRO0627,Kafka,DAG0389,BRO0627,Monitors
BRO0628,Kafka,BRO0315,BRO0628,Writes To
BRO0629,Kafka,BRO0181,BRO0629,Depends On
BRO0630,Kafka,BRO0108,BRO0630,Consumes Data
BRO0631,Kafka,DAG0345,BRO0631,Publishes Event
BRO0632,Kafka,BRO0190,BRO0632,Triggers Pipeline
BRO0633,Kafka,DAG0335,BRO0633,Publishes Event
BRO0634,Kafka,BRO0109,BRO0634,Publishes Event
BRO0635,Kafka,DAG0848,BRO0635,Triggers Pipeline
BRO0636,Kafka,BRO0271,BRO0636,Depends On
BRO0637,Kafka,DAG0285,BRO0637,Monitors
BRO0638,Kafka,DAG0892,BRO0638,Consumes Data
BRO0639,Kafka,DAG0324,BRO0639,Publishes Event
BRO0640,Kafka,BRO0230,BRO0640,Monitors
BRO0641,Kafka,DAG0035,BRO0641,Depends On
BRO0642,Kafka,DAG0576,BRO0642,Consumes Data
BRO0643,Kafka,DAG0445,BRO0643,Processes
BRO0644,Kafka,DAG0925,BRO0644,Writes To
BRO0645,Kafka,BRO0310,BRO0645,Depends On
BRO0646,Kafka,DAG0537,BRO0646,Processes
BRO0647,Kafka,DAG0426,BRO0647,Publishes Event
BRO0648,Kafka,DAG0008,BRO0648,Publishes Event
BRO0649,Kafka,DAG0199,BRO0649,Publishes Event
BRO0650,Kafka,DAG0747,BRO0650,Depends On
BRO0651,Kafka,BRO0023,BRO0651,Writes To
BRO0652,Kafka,DAG0594,BRO0652,Processes
BRO0653,Kafka,DAG0026,BRO0653,Consumes Data
BRO0654,Kafka,BRO0138,BRO0654,Writes To
BRO0655,Kafka,DAG0822,BRO0655,Monitors
BRO0656,Kafka,DAG0720,BRO0656,Publishes Event
BRO0657,Kafka,DAG0171,BRO0657,Monitors
BRO0658,Kafka,BRO0412,BRO0658,Monitors
BRO0659,Kafka,DAG0995,BRO0659,Writes To
BRO0660,Kafka,DAG0236,BRO0660,Depends On
BRO0661,Kafka,BRO0199,BRO0661,Consumes Data
BRO0662,Kafka,DAG0782,BRO0662,Processes
BRO0663,Kafka,DAG0746,BRO0663,Monitors
BRO0664,Kafka,DAG0632,BRO0664,Publishes Event
BRO0665,Kafka,BRO0380,BRO0665,Processes
BRO0666,Kafka,BRO0348,BRO0666,Monitors
BRO0667,Kafka,DAG0908,BRO0667,Writes To
BRO0668,Kafka,DAG0682,BRO0668,Consumes Data
BRO0669,Kafka,DAG0508,BRO0669,Monitors
BRO0670,Kafka,DAG0362,BRO0670,Writes To
BRO0671,Kafka,BRO0417,BRO0671,Monitors
BRO0672,Kafka,DAG0367,BRO0672,Processes
BRO0673,Kafka,DAG0875,BRO0673,Publishes Event
BRO0674,Kafka,DAG0060,BRO0674,Monitors
BRO0675,Kafka,BRO0008,BRO0675,Processes
BRO0676,Kafka,BRO0314,BRO0676,Depends On
BRO0677,Kafka,BRO0060,BRO0677,Depends On
BRO0678,Kafka,BRO0622,BRO0678,Monitors
BRO0679,Kafka,DAG0945,BRO0679,Depends On
BRO0680,Kafka,BRO0230,BRO0680,Triggers Pipeline
BRO0681,Kafka,DAG0241,BRO0681,Triggers Pipeline
BRO0682,Kafka,BRO0083,BRO0682,Publishes Event
BRO0683,Kafka,DAG0555,BRO0683,Depends On
BRO0684,Kafka,DAG0202,BRO0684,Depends On
BRO0685,Kafka,DAG0794,BRO0685,Publishes Event
BRO0686,Kafka,DAG0681,BRO0686,Consumes Data
BRO0687,Kafka,BRO0573,BRO0687,Processes
BRO0688,Kafka,DAG0035,BRO0688,Processes
BRO0689,Kafka,DAG0316,BRO0689,Depends On
BRO0690,Kafka,DAG0739,BRO0690,Reads From
BRO0691,Kafka,DAG0729,BRO0691,Depends On
BRO0692,Kafka,DAG0062,BRO0692,Monitors
BRO0693,Kafka,DAG0095,BRO0693,Reads From
BRO0694,Kafka,DAG0090,BRO0694,Triggers Pipeline
BRO0695,Kafka,BRO0342,BRO0695,Publishes Event
BRO0696,Kafka,DAG0381,BRO0696,Writes To
BRO0697,Kafka,DAG0491,BRO0697,Processes
BRO0698,Kafka,DAG0511,BRO0698,Publishes Event
BRO0699,Kafka,DAG0800,BRO0699,Monitors
BRO0700,Kafka,BRO0448,BRO0700,Writes To
BRO0701,Kafka,BRO0357,BRO0701,Monitors
BRO0702,Kafka,DAG0440,BRO0702,Monitors
BRO0703,Kafka,DAG0908,BRO0703,Writes To
BRO0704,Kafka,DAG0459,BRO0704,Depends On
BRO0705,Kafka,BRO0376,BRO0705,Consumes Data
BRO0706,Kafka,BRO0236,BRO0706,Publishes Event
BRO0707,Kafka,DAG0649,BRO0707,Reads From
BRO0708,Kafka,DAG0589,BRO0708,Depends On
BRO0709,Kafka,DAG0816,BRO0709,Consumes Data
BRO0710,Kafka,BRO0382,BRO0710,Reads From
BRO0711,Kafka,DAG0654,BRO0711,Processes
BRO0712,Kafka,BRO0290,BRO0712,Depends On
BRO0713,Kafka,DAG0811,BRO0713,Writes To
BRO0714,Kafka,BRO0243,BRO0714,Reads From
BRO0715,Kafka,BRO0184,BRO0715,Writes To
BRO0716,Kafka,BRO0131,BRO0716,Reads From
